"","OTU","Size","Phylum","Class","Order","Family","Genus"
"Otu0001","Otu0001",2416163,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella"
"Otu0002","Otu0002",1438650,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu0003","Otu0003",687228,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Otu0004","Otu0004",416914,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Otu0005","Otu0005",306642,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Otu0006","Otu0006",206366,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Finegoldia"
"Otu0007","Otu0007",200503,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0008","Otu0008",171862,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Fenollaria"
"Otu0009","Otu0009",167141,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0010","Otu0010",158878,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Otu0011","Otu0011",155732,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0012","Otu0012",146633,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0013","Otu0013",145431,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"Otu0014","Otu0014",137051,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0015","Otu0015",132626,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0016","Otu0016",126628,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Otu0017","Otu0017",126007,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu0018","Otu0018",118148,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0019","Otu0019",116640,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu0020","Otu0020",95552,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0021","Otu0021",94073,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0022","Otu0022",92447,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0023","Otu0023",91742,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia"
"Otu0024","Otu0024",90089,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0025","Otu0025",88920,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0026","Otu0026",84811,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster"
"Otu0027","Otu0027",84231,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"Otu0028","Otu0028",78234,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu0029","Otu0029",75995,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus"
"Otu0030","Otu0030",74913,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu0031","Otu0031",74647,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu0032","Otu0032",71563,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu0033","Otu0033",71019,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu0034","Otu0034",68619,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0035","Otu0035",66994,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"Otu0036","Otu0036",66805,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Otu0037","Otu0037",65940,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu0038","Otu0038",56830,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella"
"Otu0039","Otu0039",54183,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"Otu0040","Otu0040",53839,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2"
"Otu0041","Otu0041",52598,"Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu0042","Otu0042",52163,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0043","Otu0043",51617,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Otu0044","Otu0044",51027,"Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillaceae_1_unclassified"
"Otu0045","Otu0045",48998,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus"
"Otu0046","Otu0046",48524,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0047","Otu0047",48026,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Metaprevotella"
"Otu0048","Otu0048",47289,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Ezakiella"
"Otu0049","Otu0049",46911,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0050","Otu0050",44630,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0051","Otu0051",42262,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu0052","Otu0052",42235,"Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Otu0053","Otu0053",41297,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0054","Otu0054",41272,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0055","Otu0055",39337,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu0056","Otu0056",38868,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0057","Otu0057",36597,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia"
"Otu0058","Otu0058",35991,"Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"Otu0059","Otu0059",34080,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0060","Otu0060",33969,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0061","Otu0061",33735,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu0062","Otu0062",32854,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu0063","Otu0063",32419,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0064","Otu0064",32353,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0065","Otu0065",32139,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu0066","Otu0066",31999,"Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Otu0067","Otu0067",31931,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Massiliprevotella"
"Otu0068","Otu0068",31865,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella"
"Otu0069","Otu0069",30525,"Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"Otu0070","Otu0070",29740,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruthenibacterium"
"Otu0071","Otu0071",29626,"Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu0072","Otu0072",28984,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu0073","Otu0073",28830,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu0074","Otu0074",28720,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0075","Otu0075",28697,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"Otu0076","Otu0076",28286,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0077","Otu0077",28023,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0078","Otu0078",27633,"Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila"
"Otu0079","Otu0079",26709,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Dysosmobacter"
"Otu0080","Otu0080",26617,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0081","Otu0081",26389,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0082","Otu0082",26369,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena"
"Otu0083","Otu0083",26226,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonadaceae_unclassified"
"Otu0084","Otu0084",26139,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Otu0085","Otu0085",25894,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu0086","Otu0086",25128,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum"
"Otu0087","Otu0087",24996,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides"
"Otu0088","Otu0088",24649,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0089","Otu0089",24524,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium"
"Otu0090","Otu0090",24192,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0091","Otu0091",23507,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"Otu0092","Otu0092",23149,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Otu0093","Otu0093",23106,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum"
"Otu0094","Otu0094",22978,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0095","Otu0095",22220,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"Otu0096","Otu0096",22077,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu0097","Otu0097",21228,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0098","Otu0098",20109,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"Otu0099","Otu0099",20074,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0100","Otu0100",19961,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Rarimicrobium"
"Otu0101","Otu0101",19946,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa"
"Otu0102","Otu0102",19777,"Actinobacteria","Actinobacteria","Mycobacteriales","Lawsonellaceae","Lawsonella"
"Otu0103","Otu0103",19776,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Negativicoccus"
"Otu0104","Otu0104",19615,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"Otu0105","Otu0105",19505,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu0106","Otu0106",19308,"Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Otu0107","Otu0107",19278,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Otu0108","Otu0108",19151,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu0109","Otu0109",17745,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0110","Otu0110",17095,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0111","Otu0111",16932,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Otu0112","Otu0112",16606,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0113","Otu0113",16494,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0114","Otu0114",16488,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"Otu0115","Otu0115",16463,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0116","Otu0116",16258,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Otu0117","Otu0117",16114,"Firmicutes","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas"
"Otu0118","Otu0118",16107,"Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Otu0119","Otu0119",15630,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0120","Otu0120",15410,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu0121","Otu0121",15206,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0122","Otu0122",14934,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu0123","Otu0123",14884,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Murdochiella"
"Otu0124","Otu0124",14554,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter"
"Otu0125","Otu0125",14089,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0126","Otu0126",13451,"Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu0127","Otu0127",13172,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Otu0128","Otu0128",12664,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0129","Otu0129",12168,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"Otu0130","Otu0130",11657,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"Otu0131","Otu0131",11322,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0132","Otu0132",11100,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0133","Otu0133",11037,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0134","Otu0134",10923,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified"
"Otu0135","Otu0135",10898,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Otu0136","Otu0136",10532,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"Otu0137","Otu0137",9975,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0138","Otu0138",9874,"Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"Otu0139","Otu0139",9853,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eisenbergiella"
"Otu0140","Otu0140",9853,"Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella"
"Otu0141","Otu0141",9756,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea"
"Otu0142","Otu0142",9660,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus"
"Otu0143","Otu0143",9424,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu0144","Otu0144",9341,"Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"Otu0145","Otu0145",9200,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"Otu0146","Otu0146",9031,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Otu0147","Otu0147",8903,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Sellimonas"
"Otu0148","Otu0148",8901,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0149","Otu0149",8616,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter"
"Otu0150","Otu0150",8547,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Otu0151","Otu0151",8446,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0152","Otu0152",8375,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0153","Otu0153",8339,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0154","Otu0154",8270,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa"
"Otu0155","Otu0155",8223,"Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella"
"Otu0156","Otu0156",8196,"Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas"
"Otu0157","Otu0157",8172,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"Otu0158","Otu0158",8166,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus"
"Otu0159","Otu0159",8015,"Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu0160","Otu0160",7989,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0161","Otu0161",7891,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0162","Otu0162",7308,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter"
"Otu0163","Otu0163",7176,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0164","Otu0164",6986,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0165","Otu0165",6940,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0166","Otu0166",6909,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0167","Otu0167",6886,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0168","Otu0168",6613,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Ezakiella"
"Otu0169","Otu0169",6603,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia"
"Otu0170","Otu0170",6548,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0171","Otu0171",6465,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0172","Otu0172",6422,"Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Alterileibacterium"
"Otu0173","Otu0173",6336,"Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter"
"Otu0174","Otu0174",6273,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Fenollaria"
"Otu0175","Otu0175",6183,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0176","Otu0176",6052,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0177","Otu0177",6000,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0178","Otu0178",5930,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerobutyricum"
"Otu0179","Otu0179",5908,"Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu0180","Otu0180",5802,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu0181","Otu0181",5724,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu0182","Otu0182",5686,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter"
"Otu0183","Otu0183",5619,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV"
"Otu0184","Otu0184",5601,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0185","Otu0185",5581,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu0186","Otu0186",5560,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor"
"Otu0187","Otu0187",5555,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Otu0188","Otu0188",5502,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Neglecta"
"Otu0189","Otu0189",5491,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0190","Otu0190",5472,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0191","Otu0191",5447,"Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Otu0192","Otu0192",5287,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII"
"Otu0193","Otu0193",5255,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu0194","Otu0194",5232,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0195","Otu0195",5228,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0196","Otu0196",5221,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu0197","Otu0197",5113,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu0198","Otu0198",5079,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Winkia"
"Otu0199","Otu0199",4994,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0200","Otu0200",4970,"Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas"
"Otu0201","Otu0201",4942,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu0202","Otu0202",4927,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0203","Otu0203",4920,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0204","Otu0204",4850,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu0205","Otu0205",4837,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"Otu0206","Otu0206",4780,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum"
"Otu0207","Otu0207",4759,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella"
"Otu0208","Otu0208",4758,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"Otu0209","Otu0209",4699,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu0210","Otu0210",4667,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Jonquetella"
"Otu0211","Otu0211",4583,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0212","Otu0212",4553,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu0213","Otu0213",4506,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia"
"Otu0214","Otu0214",4460,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister"
"Otu0215","Otu0215",4450,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Faecalimonas"
"Otu0216","Otu0216",4426,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0217","Otu0217",4401,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Enterocloster"
"Otu0218","Otu0218",4335,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0219","Otu0219",4331,"Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus"
"Otu0220","Otu0220",4327,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mediterraneibacter"
"Otu0221","Otu0221",4325,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilaceae_unclassified"
"Otu0222","Otu0222",4303,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu0223","Otu0223",4286,"Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"Otu0224","Otu0224",4271,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"Otu0225","Otu0225",4215,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu0226","Otu0226",4131,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus"
"Otu0227","Otu0227",4050,"Firmicutes","Clostridia","Clostridiales","Tissierellaceae","Sporanaerobacter"
"Otu0228","Otu0228",3988,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu0229","Otu0229",3938,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu0230","Otu0230",3906,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified"
"Otu0231","Otu0231",3883,"Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Otu0232","Otu0232",3870,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Gleimia"
"Otu0233","Otu0233",3827,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus"
